Comment Number,Comment Content,Processed comments
620,Trump is going to be the 47th President 🇺🇸 like it or not everything is going to be ok a true leader the peoples president Trump/Vance 2024,trump going th president everything going ok true leader people president trumpvance
621,"Even stranger they’re saying it was trump, when it was banned in multiple states two years ago, under Bidens term. Trump never even spoke on abortion.",even stranger saying trump banned multiple state two year ago bidens term trump never even spoke abortion
622,Google Kamala awkward moment.,google kamala awkward moment
623,"Harris holds no chance, she’s as bad as Biden, actually she’s worse.",harris hold chance bad biden actually worse
624,"Please America vote Kamala Harris, I think the world would be so much better. And get rid of Trump, this error of history.",please america vote kamala harris think world would much better get rid trump error history
625,Kamalaugh? Really? 🤣🤣🤣,kamalaugh really
626,Are you for real 😍🤣🤣🤣😂😂😂☺,real
627,"For the LAST  TIME  ; Harris is NOT BLACK,  not even a little bit.  SHE is of Indian descent.......................",last time harris black even little bit indian descent
628,A prosecutor against a convicted felon,prosecutor convicted felon
629,NOT EVEN CLOSE,even close
630,Harris does not have a chance. Trump will eat her up. She was in charge of the border and never did go to the border one time.,harris chance trump eat charge border never go border one time
631,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a>🤣😂 Stong in what sense, in stupidity yes.",stong sense stupidity yes
632,No no no no no!<br>They are better off nominating a duck 🦆 than Kamala Harris,nothey better nominating duck kamala harris
633,She&#39;s just a weaker puppet😂,weaker puppet
634,Physically stronger but still the same mush mouth language.,physically stronger still mush mouth language
635,"Harris as POTUS would be such a disaster, making America an even bigger international joke than we already are..",harris potus would disaster making america even bigger international joke already
636,hahahahahahahahahahahahahahahahhahahahaaaaaaaaaaaaaaaaaa🤠,hahahahahahahahahahahahahahahahhahahahaaaaaaaaaaaaaaaaaa
637,Lol this has got to be a joke she doesn&#39;t stand a chance against Donald Trump,lol got joke stand chance donald trump
638,"she becomes president, it will be the end of humanity",becomes president end humanity
639,She&#39;s so much worse!,much worse
640,It&#39;s not the bullet that is a nightmare for Trump. Trump&#39;s worst nightmare is Kamala Harris,bullet nightmare trump trump worst nightmare kamala harris
641,Who did Harris blow this time?,harris blow time
642,We love our President Trump,love president trump
643,TRUMP2024,trump
644,"She couldn&#39;t even debate Tulsi Gabard, Trump will tear her apart",could even debate tulsi gabard trump tear apart
645,Kamala couldn&#39;t even handle Tulsi Gabbard in the debates. How is she going to handle Trump??,kamala could even handle tulsi gabbard debate going handle trump
646,"Tulsi would be way better than crackling harris. I was going to vote Biden but since harris is going to be president, i will vote trump instead. When biden chosed harris as VP, i was 50/50 against and support it, half of it being that she a liar and was humiliated. Harris also put more black in jails during her career and leave them in prison to serve more in order to use them for labor, her white husband is proud of that and joe biden crime bill law supported harris career since so many blacks were the prime target. This is why i dont support harris. I dont support trump at all, i know nothing of his achievements but i will vote for him just becuase i dont like her. Had joe biden stayed in the race, i would change my votes at all",tulsi would way better crackling harris going vote biden since harris going president vote trump instead biden chosed harris vp support half liar humiliated harris also put black jail career leave prison serve order use labor white husband proud joe biden crime bill law supported harris career since many black prime target support harris support trump know nothing achievement vote becuase joe biden stayed race would change vote
647,Kamala is smart and beautiful both inside and outside! I think she will win and please pick AOC as second president.,kamala smart beautiful inside outside think win please pick aoc second president
648,Black voters voting the same way and expecting a different result? Reminds me of a famous quote on the definition of insanity.,black voter voting way expecting different result reminds famous quote definition insanity
649,Go Kamala Harris...she has a great chance of winning. Donald is old and is not the best choice f American. 💓💓,go kamala harrisshe great chance winning donald old best choice f american
650,"Rather, you like Obama or not. Kamala Harris is no Obama. I think they’re forgetting. She dropped out at her last presidential campaign before a single vote was cast. The best thing she can say is that I wasn’t the president for the last four years. She’s not even a good debater, she was crushed twice one as a potential presidential nominee and then second as a vice president nominee. So they should probably lay off the Kool-Aid.",rather obama kamala harris obama think forgetting dropped last presidential campaign single vote cast best thing say president last four year even good debater crushed twice one potential presidential nominee second vice president nominee probably lay koolaid
651,She&#39;s like another monster coming against godzilla....<br><br>She&#39;ll lose...,another monster coming godzillashe lose
652,"I hope there is an open convention. Kamala might win, but I don&#39;t want her to just be chosen right away with out any rigorous debate or process. We deserve at least an open convention.",hope open convention kamala might win want chosen right away rigorous debate process deserve least open convention
