Comment Number,Comment Content,Processed comments
717,"Trump ain’t lying. Unluckily I had to leave my home because it had black mold. Moved me my spouse and our five children in a motorhome temporarily until we got back on our feet. That was 2020. We were sick for a long time after and couldn’t work so we desperately needed help with housing. I was bedridden and my husband wasn’t much better, trying to take care of me and the kids. Out of desperation he had to leave me and go back to work Dec 2023. My husband makes almost 2k a week and we can’t get our credit fixed from the remaining mortgage on the mold house and get a place still because bills, grocery’s and everything is so sky high every pay check is gone quickly and we have nothing left to put towards debt to fix our credit enough to get approved for a place. Been on section 8 for almost three years, obviously i applied years before he went back to working, that’s never been such a long waiting list in Maryland and it is disgusting to see what ppl in our situation are going through in Ny, Chicago and all the other places flooded with people who are getting housing and placement and the residents aren’t. Just terrible",trump not lying unluckily leave home black mold moved spouse five child motorhome temporarily got back foot sick long time could not work desperately needed help housing bedridden husband not much better trying take care kid desperation leave go back work dec husband make almost k week not get credit fixed remaining mortgage mold house get place still bill grocery everything sky high every pay check gone quickly nothing left put towards debt fix credit enough get approved place section almost three year obviously applied year went back working never long waiting list maryland disgusting see people situation going ny chicago place flooded people getting housing placement resident not terrible
718,Trump 2024,trump
719,we need Trump back please 🙏,need trump back please
720,Biden waved at an empty crowd 😂😂😂😂😂😂😂😂😂😂😂😂,biden waved empty crowd
721,Wow Trump,wow trump
722,Biden Exposing Corruption Democrats have Produced !,biden exposing corruption democrat produced
723,President Donald j Trump 2024 We love you,president donald j trump love
724,Americans can u please bring back Trump. Biden must rest,american please bring back trump biden must rest
725,CNN must be PROUD of BIDENS DEBATE THEY HELPED MAKE HIM SO INCOMPETENT.,cnn must proud bidens debate helped make incompetent
726,Joes face the hole time tho,joes face hole time though
727,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=727"">12:07</a> - The Biden presidency ended",biden presidency ended
728,"Economy collapse happen when <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=220"">3:40</a> Biden took charge there’s no work lol ..",economy collapse happen biden took charge work lol
729,"I so hope Biden remains fit to stand trial. Meanwhile, Trump still signs the military awards while the fakes broadcast from a fake newsroom :).",hope biden remains fit stand trial meanwhile trump still sign military award fake broadcast fake newsroom
730,"Two CIA&#39;s puppets. Secret team deep state owns politicians. All about bread and circus, baby",two cia puppet secret team deep state owns politician bread circus baby
731,"Trump dominated totally, and he didn&#39;t even have to try.",trump dominated totally not even try
732,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a> sounds like a shart 😂",sound like shart
733,He doesn’t need to answer the questions! He has already shown us what he can do!!! Put that in your pipe and smoke it,not need answer question already shown u put pipe smoke
734,It’s really a simulation!! Can’t be real.,really simulation not real
735,I smoked a joint before watching this😂😂😂😂,smoked joint watching
736,😂Biden to old its mumbling,biden old mumbling
737,Joe Biden yr a lier,joe biden yr lier
738,how about a goose egg,goose egg
739,My father worked his a$$ off most his life for what?? Medications are too expensive and prices on everything has gone up. Yet illegals get to come on over and are furnished with free housing and benefits. What is wrong with our president and government? You just wanna look good while those who actually worked for a living suffer. Biden has done nothing for our veterans.,father worked life medication expensive price everything gone yet illegals get come furnished free housing benefit wrong president government want look good actually worked living suffer biden done nothing veteran
740,Fascinating.,fascinating
741,"Biden is disastrous in his speech, even in his body language. He seems very nervous. Biden is finished and Trump is the one who will win. I am not an American, but I follow US news a lot. I have never seen a disastrous president for the United States like Biden in my life. He must withdraw from the American elections. The world under Biden’s rule did not respect America. Even the Iranian terrorist regime is no longer afraid of America because of Biden’s disastrous rule. <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2574"">42:54</a>",biden disastrous speech even body language seems nervous biden finished trump one win not american follow u news lot never seen disastrous president united state like biden life must withdraw american election world bidens rule not respect america even iranian terrorist regime longer afraid america bidens disastrous rule
742,PLEASE LET ME STAY IM MEXICAN😨😨😨,please let stay mexican
743,Its always been more difficult to cross the boarders than then make it out to be . ive had friends relatives a long time ago (2001)  attempt to cross the boarders and died in the process . Itd almost sound like every time that i made a new friend from central america they would tell stories about people dieing on the journey over here . ive also had people say the exact opposite but they were americans . Buddy told me how his dad crossed right into mexico and went to Tiawanna .,always difficult cross boarder make friend relative long time ago attempt cross boarder died process would almost sound like every time made new friend central america would tell story people dieing journey also people say exact opposite american buddy told dad crossed right mexico went tiawanna
744,Billyins and billyins of Jyna.,billyins billyins jyna
745,The way I immediately opened the comments after clicking the video 😂,way immediately opened comment clicking video
746,I’m not in Biden’s favor but also not stupid to let Trump in White House. Go 2024 Democrats,not bidens favor also not stupid let trump white house go democrat
747,Another thing is is that the supreme courts ruled it unlawful for texas to have the razor wire buoies . And had them taken down.,another thing supreme court ruled unlawful texas razor wire buoy taken
748,DemonCraps Destroy + Deceive !,demoncraps destroy deceive
749,Should have the three stooges music playing in the back ground.,three stooge music playing back ground
750,Including Japan.. and South Korea… China’s not so bad. <br>Biden loves Asia,including japan south korea china not bad biden love asia
